"file name,","file size,","number of words,","% negative,","# of alphabetic,","# of digits,","# of numbers,","average word length,",vocabulary
./files\20150220_10-K_edgar_data_732717_0000732717-15-000016_1.txt,23806928,1121928,0.97787023766231,14166384,1854328,352194,4.899842948923639,1970
./files\20150220_10-K_edgar_data_93410_0000093410-15-000010_1.txt,32752013,1409775,1.9037080385167846,19879340,2708751,413586,5.029193310989342,1991
./files\20150223_10-K_edgar_data_732712_0001193125-15-057710_1.txt,21557524,766426,1.6937055893197779,12272901,1582871,345943,4.6803540067795195,2266
./files\20150223_10-K_edgar_data_886982_0001193125-15-056785_1.txt,45276881,1590202,1.555714305478172,25217197,3739390,796953,4.897912969547265,2490
./files\20150224_10-K_edgar_data_19617_0000019617-15-000272_1.txt,121565471,4817722,1.8669819470695903,73769936,10324694,1722160,4.945403865146225,2393
./files\20150224_10-K_edgar_data_200406_0000200406-15-000004_1.txt,25295131,1031694,2.0508988130201398,15078860,2169420,343927,5.036174485845609,1865
./files\20150224_10-K_edgar_data_4962_0001193125-15-059931_1.txt,32094172,1469663,1.0457499440347888,19085618,2516180,459795,4.791092243595981,2373
./files\20150224_10-K_edgar_data_51143_0001047469-15-001106_1.txt,48418250,2249874,0.8253351076549176,28895065,3978333,692366,4.780398813444664,2310
./files\20150224_10-K_edgar_data_63908_0000063908-15-000016_1.txt,21542671,691866,2.5185512801611876,11624007,2210691,436790,4.96386149919204,1727
./files\20150225_10-K_edgar_data_21344_0000021344-15-000005_1.txt,35564809,1470311,1.8023397770947778,21584674,2991300,483040,5.018070326617974,2239
./files\20150225_10-K_edgar_data_34088_0000034088-15-000013_1.txt,26917781,1341509,0.745951014864604,16333303,2120567,314832,4.815651628129219,1884
./files\20150225_10-K_edgar_data_70858_0000070858-15-000008_1.txt,127145115,5291420,1.9186532159609329,77952787,10315673,1665494,4.960621156513753,2406
./files\20150225_10-K_edgar_data_831001_0000831001-15-000043_1.txt,113879559,4656610,1.0609864257474857,69389487,9409841,1592217,5.018292491748289,2445
./files\20150227_10-K_edgar_data_310158_0000310158-15-000005_1.txt,37467392,1561523,1.8949448711290193,22669545,3134485,501276,5.040912621844186,2285
./files\20150227_10-K_edgar_data_40545_0000040545-15-000030_1.txt,80140097,2741368,0.8728853623446396,43529338,9024314,1523245,4.8436474052370935,2287
./files\20150227_10-K_edgar_data_78003_0000078003-15-000014_1.txt,46025691,1875908,2.109271883269329,27841087,3899933,617668,4.9736277045569395,2310
./files\20150326_10-K_edgar_data_354950_0000354950-15-000008_1.txt,11290968,474683,1.841650111758795,6740008,959973,141894,4.976887733497934,1731
./files\20150401_10-K_edgar_data_104169_0000104169-15-000011_1.txt,17821080,795503,2.1058374387023053,10846271,1462156,230334,5.0767778374185895,1991
./files\20150723_10-K_edgar_data_320187_0000320187-15-000113_1.txt,16905418,960339,2.0997793487508054,11534936,1085548,179040,5.086799557239683,2088
./files\20150731_10-K_edgar_data_789019_0001193125-15-272806_1.txt,14337071,609135,1.8918630517044663,9124744,781544,216402,4.829384290838648,1982
./files\20150807_10-K_edgar_data_80424_0000080424-15-000070_1.txt,19145589,1126023,1.8246518943218746,13026018,1197317,202005,5.046885365574238,2427
./files\20150908_10-K_edgar_data_858877_0000858877-15-000070_1.txt,23764933,1365361,2.044148031180032,16243664,1488930,249532,5.095966561224468,2175
./files\20151028_10-K_edgar_data_1618921_0001140361-15-038791_1.txt,21300268,1295976,1.0636771051315765,14587500,878794,237978,5.178213176787224,2503
./files\20151028_10-K_edgar_data_320193_0001193125-15-356351_1.txt,9594425,396285,1.9713085279533669,6155433,544683,109322,4.9006270739493045,1663
./files\20151120_10-K_edgar_data_1403161_0001403161-15-000013_1.txt,17272826,920933,2.206675187011433,11639074,1151934,185218,5.022805133489624,2152
./files\20151216_10-K_edgar_data_47217_0001047469-15-009251_1.txt,36541168,1941156,0.8224480670281007,23932505,1529891,253260,5.080439696758014,2186
./files\20160203_10-K_edgar_data_1467858_0001467858-16-000255_1.txt,25462841,1448111,2.2692321237805664,17374428,1569238,258318,5.137454242112656,2023
./files\20160204_10-K_edgar_data_30554_0000030554-16-000106_1.txt,24672466,1384850,1.4098277791818608,16730994,1701677,282609,5.0549698523305775,2209
./files\20160209_10-K_edgar_data_731766_0000731766-16-000058_1.txt,20378358,1123771,2.230258655900535,13885406,1306603,214846,5.129339518460611,1995
./files\20160210_10-K_edgar_data_12927_0000012927-16-000099_1.txt,21300635,1154559,1.9908900281406148,14458853,1430944,229919,5.0531172508291045,1890
./files\20160211_10-K_edgar_data_101829_0000101829-16-000050_1.txt,20210192,1120186,2.1081320423572514,13809229,1290525,208610,5.1042853597527555,1962
./files\20160211_10-K_edgar_data_66740_0001558370-16-003162_1.txt,40011378,2411307,0.867869582761548,25676885,2682043,258231,4.9557368680139025,2067
./files\20160211_10-K_edgar_data_86312_0001047469-16-010107_1.txt,28580969,1442073,1.235790421150663,18293397,1590141,427276,4.98482462399615,2380
./files\20160212_10-K_edgar_data_50863_0000050863-16-000105_1.txt,29966726,1293622,2.332443325793779,18590201,2464380,449985,4.986054658934372,2137
./files\20160216_10-K_edgar_data_18230_0000018230-16-000410_1.txt,52080212,2473709,2.3929249560073558,32153935,4003601,980493,5.105446517759365,2067
./files\20160218_10-K_edgar_data_732717_0000732717-16-000147_1.txt,20521443,1273465,1.0048175646759039,13573703,1315729,271727,4.949657823340257,2076
./files\20160219_10-K_edgar_data_1103982_0001193125-16-469394_1.txt,18431562,795746,2.17406056706537,11694846,1116814,234244,4.832430197575608,1921
./files\20160219_10-K_edgar_data_4962_0001193125-16-469798_1.txt,25795480,1539910,1.0036950211375988,16982339,1618838,306719,4.830781669058581,2304
./files\20160222_10-K_edgar_data_886982_0001193125-16-470289_1.txt,28826324,1382211,1.8815506460301648,18352808,1820537,341318,4.941921313026738,2468
./files\20160223_10-K_edgar_data_19617_0000019617-16-000902_1.txt,82343207,4492715,1.98370027922982,56134461,5012196,895414,5.024745838540838,2421
./files\20160223_10-K_edgar_data_51143_0001047469-16-010329_1.txt,40163953,2465662,0.7934583085597295,26501259,2693503,445442,4.792093969084164,2314
./files\20160223_10-K_edgar_data_732712_0001193125-16-473367_1.txt,16106203,754395,1.8308710953810667,10343972,884738,230718,4.714719742310063,1862
./files\20160224_10-K_edgar_data_200406_0000200406-16-000071_1.txt,18679332,1029795,2.217334518035143,12650017,1229759,204235,5.108161333080856,1865
./files\20160224_10-K_edgar_data_34088_0000034088-16-000065_1.txt,20962361,1290967,0.8236461505212759,13831427,1379555,192625,4.842892188568724,2021
./files\20160224_10-K_edgar_data_70858_0000070858-16-000137_1.txt,89006415,5232811,1.9936512134682487,61556634,4817783,823129,5.010226243600237,2475
./files\20160225_10-K_edgar_data_21344_0000021344-16-000050_1.txt,26243359,1466979,1.8872117460440812,17902617,1664011,285804,5.083934398515589,2219
./files\20160225_10-K_edgar_data_63908_0000063908-16-000103_1.txt,17464679,654739,2.493207216921552,9929217,1638100,360915,5.000497908326829,1732
./files\20160225_10-K_edgar_data_93410_0000093410-16-000049_1.txt,26171984,1371084,2.0168713222530497,17198855,1788659,281842,5.066162977614792,1966
./files\20160226_10-K_edgar_data_310158_0000310158-16-000063_1.txt,25623685,1436774,2.0651821372045984,17520594,1591855,272076,5.118299050511771,2186
./files\20160226_10-K_edgar_data_40545_0000040545-16-000145_1.txt,49859981,2587827,0.905817892772585,30007504,4292772,854258,4.918053641143708,2295
./files\20160226_10-K_edgar_data_831001_0000831001-16-000235_1.txt,83981859,4885348,1.1719328899394679,57266949,4957705,910107,5.093273396286201,2477
./files\20160229_10-K_edgar_data_78003_0000078003-16-000077_1.txt,37068756,1983704,2.1902965361767683,25023820,2423634,400011,5.0309567354806966,2429
./files\20160324_10-K_edgar_data_354950_0000354950-16-000060_1.txt,9384092,504897,1.9621823857143141,6310800,664775,103114,5.029669417722823,1830
./files\20160330_10-K_edgar_data_104169_0000104169-16-000079_1.txt,14154531,853269,2.0979316018746723,9666028,861520,141562,5.101576407908878,2178
./files\20160721_10-K_edgar_data_320187_0000320187-16-000336_1.txt,14641297,825909,2.1593177940911166,9991973,946046,156701,5.109986693449279,1865
./files\20160728_10-K_edgar_data_789019_0001193125-16-662209_1.txt,13851767,599428,1.8744536458090044,8854095,763754,210093,4.828102791327733,1950
./files\20160809_10-K_edgar_data_80424_0000080424-16-000212_1.txt,18347516,1035058,1.9627885587087872,12484447,1186816,195489,5.066445551843471,2100
./files\20160908_10-K_edgar_data_858877_0000858877-16-000117_1.txt,24254302,1409421,2.0177789319160135,16610118,1515868,254509,5.092774976391015,2189
./files\20161020_10-K_edgar_data_1618921_0001140361-16-083198_1.txt,16072954,981442,1.0826926094461007,11033262,666000,182648,5.18673441731656,2173
./files\20161026_10-K_edgar_data_320193_0001628280-16-020309_1.txt,13277662,734572,2.128858709561486,9078771,794594,139003,5.043752007971989,1726
./files\20161115_10-K_edgar_data_1403161_0001403161-16-000058_1.txt,20871018,1071066,2.272408983199915,13851219,1448714,241648,5.024015326786585,2090
./files\20161215_10-K_edgar_data_47217_0000047217-16-000093_1.txt,26626067,1482742,1.8636418203571492,18281453,1583646,279458,5.111850207251161,2030
./files\20170202_10-K_edgar_data_30554_0000030554-17-000004_1.txt,23540382,1319885,1.392697091034446,15868187,1694310,269862,5.041421032893017,2157
./files\20170207_10-K_edgar_data_1467858_0001467858-17-000028_1.txt,23807354,1361116,2.2987754166434016,16271663,1455698,240510,5.144088380417246,1960
./files\20170208_10-K_edgar_data_12927_0000012927-17-000006_1.txt,22227569,1178989,1.9632922783842766,14784387,1529764,259372,5.037217480400581,1973
./files\20170208_10-K_edgar_data_731766_0000731766-17-000009_1.txt,19577618,1091762,2.1829849362773204,13284449,1285028,208249,5.1257874884819215,1924
./files\20170209_10-K_edgar_data_101829_0000101829-17-000007_1.txt,20533428,1150885,2.0861337144892844,13998856,1323405,212719,5.093517597327274,1997
./files\20170209_10-K_edgar_data_66740_0001558370-17-000479_1.txt,41048145,2482312,0.8778912562159793,26397003,2719251,262495,4.9520990914921255,2136
./files\20170215_10-K_edgar_data_18230_0000018230-17-000041_1.txt,58369704,2798433,2.386871509877135,35908069,4457828,1123024,5.105793134943735,2188
./files\20170216_10-K_edgar_data_86312_0001047469-17-000695_1.txt,43398510,2218702,1.0101852344298603,27387675,2432045,659120,5.036377125003718,2450
./files\20170217_10-K_edgar_data_4962_0001193125-17-047588_1.txt,24352233,1491315,1.0196370317471493,16292748,1431651,272701,5.00728484592457,2231
./files\20170217_10-K_edgar_data_50863_0000050863-17-000012_1.txt,31379604,1219526,2.3044199139665738,18656475,2711547,491428,4.930974001374304,2196
./files\20170217_10-K_edgar_data_732717_0000732717-17-000021_1.txt,22303598,1441550,1.0212618362179597,15068935,1280565,266911,5.017875203773716,2258
./files\20170221_10-K_edgar_data_732712_0001193125-17-050292_1.txt,16962191,798231,1.9040854088603423,10900836,930061,240076,4.726243405730923,1899
./files\20170222_10-K_edgar_data_34088_0000034088-17-000017_1.txt,23416048,1477344,0.7583203370372776,15535471,1550125,213988,4.924588992137241,1905
./files\20170223_10-K_edgar_data_70858_0000070858-17-000013_1.txt,81044022,4641186,2.0414609541612854,55827367,4465982,767235,5.030792344887708,2307
./files\20170223_10-K_edgar_data_78003_0000078003-17-000014_1.txt,38565300,2060130,2.1984534956531867,26076924,2500424,408800,5.023767917558601,2392
./files\20170223_10-K_edgar_data_93410_0000093410-17-000013_1.txt,28494544,1437450,2.0198963442206685,18347287,2227004,352159,5.06058645518105,1985
./files\20170224_10-K_edgar_data_1103982_0001193125-17-055858_1.txt,20142332,967711,2.1698626966108683,12834483,1184891,245354,4.767899713860853,2376
./files\20170224_10-K_edgar_data_21344_0000021344-17-000009_1.txt,26345187,1475216,1.860066593637813,17952102,1681618,287052,5.069246130736109,2123
./files\20170224_10-K_edgar_data_40545_0000040545-17-000010_1.txt,50388553,3032589,0.791007287832278,31822092,3818591,758263,5.038017680602284,2293
./files\20170224_10-K_edgar_data_831001_0000831001-17-000038_1.txt,79570606,4611350,1.1748403395968643,54501403,4633461,849014,5.112651392759171,2334
./files\20170227_10-K_edgar_data_200406_0000200406-17-000006_1.txt,19129328,1059585,2.1993516329506364,12956911,1251167,207989,5.105381824016006,1905
./files\20170227_10-K_edgar_data_886982_0001193125-17-056804_1.txt,28963699,1389007,2.534904431727126,18505426,1812497,337351,4.9520002418994284,2392
./files\20170228_10-K_edgar_data_19617_0000019617-17-000314_1.txt,79969060,4402020,1.936542769001504,54288722,4967532,879818,5.030563922926293,2436
./files\20170228_10-K_edgar_data_310158_0000310158-17-000010_1.txt,25609571,1447056,2.009182782145266,17503326,1602401,271433,5.101146742074944,2225
./files\20170228_10-K_edgar_data_51143_0001047469-17-001061_1.txt,37895734,1913514,1.0137892902795589,24066822,2286100,433330,4.894977512576339,2254
./files\20170301_10-K_edgar_data_63908_0000063908-17-000017_1.txt,14904272,698702,2.273930803117781,9396891,1203218,215618,4.988265383525452,1874
./files\20170315_10-K_edgar_data_1675149_0001193125-17-083862_1.txt,19505575,967068,2.870015345353171,12651297,1105454,277694,4.805699288984849,2230
./files\20170323_10-K_edgar_data_354950_0000354950-17-000005_1.txt,9136551,491797,1.961378373597236,6144485,647120,99074,5.017501123431009,1775
./files\20170331_10-K_edgar_data_104169_0000104169-17-000021_1.txt,12826099,759962,2.169713748845337,8751220,783967,129428,5.098260176166703,2139
./files\20170720_10-K_edgar_data_320187_0000320187-17-000090_1.txt,14463966,819586,2.1612131002725765,9867694,936994,154364,5.1039451625576815,1896
./files\20170802_10-K_edgar_data_789019_0001564590-17-014900_1.txt,28245787,1761799,0.6589855028865381,19357307,1417510,250734,4.942772699950448,1934
./files\20170807_10-K_edgar_data_80424_0000080424-17-000047_1.txt,18289286,1050645,2.0201875990463,12468535,1171611,189047,5.058386990848478,2013
./files\20170907_10-K_edgar_data_858877_0000858877-17-000016_1.txt,25271220,1480912,2.0149745562194106,17323467,1564033,257839,5.085509469840207,2171
./files\20171025_10-K_edgar_data_1618921_0001618921-17-000069_1.txt,17361886,994644,1.917570507638914,11865147,1084785,177929,5.0725314785993785,2132
./files\20171103_10-K_edgar_data_320193_0000320193-17-000070_1.txt,14071062,785669,2.310133147674148,9623445,842218,145832,5.04720181144986,1795
./files\20171117_10-K_edgar_data_1403161_0001403161-17-000044_1.txt,21478842,1097410,2.259593041798416,14237415,1481950,250749,5.038186274956488,1933
./files\20171214_10-K_edgar_data_47217_0000047217-17-000043_1.txt,4662712,362351,1.3641469183195298,3255188,226365,30395,5.2079999779219595,1901
./files\20180206_10-K_edgar_data_1467858_0001467858-18-000022_1.txt,24135787,1384770,1.3361785711706637,16536812,1436581,233000,5.083122106920283,2018
./files\20180208_10-K_edgar_data_66740_0001558370-18-000535_1.txt,42218693,2504956,0.8837280974196752,26674109,3205232,342276,4.965131922476882,2141
./files\20180209_10-K_edgar_data_101829_0000101829-18-000005_1.txt,19689065,1094718,2.1197239837108737,13382202,1298855,204670,5.097513697591526,1844
./files\20180209_10-K_edgar_data_1103982_0001193125-18-037332_1.txt,20211790,943601,3.053091296003289,12943731,1122534,231662,4.860473865542745,2304
./files\20180212_10-K_edgar_data_12927_0000012927-18-000007_1.txt,21998593,1148734,2.0123892911674943,14568993,1537973,261125,5.040679565504286,1788
./files\20180213_10-K_edgar_data_731766_0000731766-18-000005_1.txt,18650022,1051592,2.1782212112682484,12691649,1211678,194043,5.128924525861741,1977
./files\20180215_10-K_edgar_data_1666700_0001666700-18-000009_1.txt,43705619,2429366,1.3219086790545354,29375504,3112615,520696,5.016473022179449,2234
./files\20180215_10-K_edgar_data_18230_0000018230-18-000042_1.txt,52636445,2521482,2.3642445196911974,32568048,4017123,967702,5.097796454624701,2037
./files\20180215_10-K_edgar_data_30554_0000030554-18-000002_1.txt,26513357,1463292,1.5050994606681374,17925520,1889125,303534,5.014066912140571,2064
./files\20180215_10-K_edgar_data_86312_0001047469-18-000812_1.txt,42820235,2150227,0.9919882877482238,27020555,2353226,640436,5.056424740271608,2317
./files\20180216_10-K_edgar_data_4962_0000004962-18-000032_1.txt,27909742,1873408,0.7294727042907898,18838557,1670318,333410,5.191890928190762,2191
./files\20180216_10-K_edgar_data_50863_0000050863-18-000007_1.txt,70906020,1284678,2.2762124049761887,34723989,8982934,1819300,4.717503530067456,2558
./files\20180220_10-K_edgar_data_732717_0000732717-18-000009_1.txt,21907033,1409648,0.9507338002111166,14821958,1255572,264914,5.021960092164853,2189
./files\20180221_10-K_edgar_data_200406_0000200406-18-000005_1.txt,19776959,1083795,2.2086280154457256,13332126,1306508,218891,5.099731960379962,1878
./files\20180222_10-K_edgar_data_70858_0000070858-18-000009_1.txt,78210849,4456188,2.0345416306493354,53775074,4339543,745866,5.023252385222526,2260
./files\20180222_10-K_edgar_data_78003_0000078003-18-000027_1.txt,43501143,2329671,2.2398870913532423,29303848,2755070,475657,5.039155314205311,2497
./files\20180222_10-K_edgar_data_93410_0000093410-18-000010_1.txt,26865786,1450482,2.0164331580812447,17811075,1758834,276510,5.0593519947162395,1963
./files\20180223_10-K_edgar_data_21344_0000021344-18-000008_1.txt,27395501,1532475,1.8768332272957144,18674449,1730948,297426,5.073299075025694,2125
./files\20180223_10-K_edgar_data_40545_0000040545-18-000014_1.txt,55888443,2308178,1.7185416376033391,33879930,4819203,883626,4.895063119048878,2521
./files\20180223_10-K_edgar_data_63908_0000063908-18-000010_1.txt,19318946,772279,2.2178513205719694,10993292,1788066,358108,4.900971022130603,1776
./files\20180223_10-K_edgar_data_732712_0000732712-18-000009_1.txt,22412718,1271244,2.0306093873402746,15213978,1401242,241520,5.050871429874989,2133
./files\20180223_10-K_edgar_data_831001_0000831001-18-000040_1.txt,77789710,4501356,1.1113762164112326,53175180,4563134,838102,5.107097283574105,2322
./files\20180226_10-K_edgar_data_1675149_0001193125-18-056314_1.txt,20826691,1054195,2.7704551814417635,13637679,1130515,288878,4.811218986999559,2385
./files\20180226_10-K_edgar_data_886982_0001193125-18-056383_1.txt,30020364,1529544,3.4192543660071237,19388567,1821158,339047,4.923575915436235,2458
./files\20180227_10-K_edgar_data_19617_0000019617-18-000057_1.txt,77643635,4298705,1.942957239447694,52670476,4839611,859201,5.030749027904916,2470
./files\20180227_10-K_edgar_data_310158_0000310158-18-000005_1.txt,27004111,1511929,2.0862752153044224,18516990,1633464,283322,5.1224442417600295,2193
./files\20180227_10-K_edgar_data_51143_0001047469-18-001117_1.txt,38496329,1935189,1.0054315108240075,24459469,2307653,436963,4.901448385661555,2117
./files\20180228_10-K_edgar_data_34088_0000034088-18-000015_1.txt,23712262,1493547,0.7605385033078973,15734786,1560014,214988,4.920548867896357,1977
./files\20180322_10-K_edgar_data_354950_0000354950-18-000019_1.txt,11277492,518059,2.028726457797278,7113351,871538,151025,4.975603164890486,1792
./files\20180330_10-K_edgar_data_104169_0000104169-18-000028_1.txt,14914359,907335,2.0571233337190784,10178176,906070,149076,5.081151944981732,2205
./files\20180725_10-K_edgar_data_320187_0000320187-18-000142_1.txt,14457519,815411,2.156581159685116,9849132,955762,156453,5.094299684453607,1909
./files\20180803_10-K_edgar_data_789019_0001564590-18-019062_1.txt,29646751,1902160,0.5904340328889263,20352607,1500272,248693,4.939378916600075,1998
./files\20180807_10-K_edgar_data_80424_0000080424-18-000055_1.txt,19616337,1141905,1.8575976110096724,13116507,1360721,168001,4.972985493539305,2166
./files\20180906_10-K_edgar_data_858877_0000858877-18-000011_1.txt,24656624,1445812,2.0152689284637284,16885265,1538168,253006,5.070916550699538,2167
./files\20181011_10-K_edgar_data_1618921_0001628280-18-012472_1.txt,15911885,902416,1.9843398166699173,10831637,1014278,165968,5.079743710217904,2091
./files\20181105_10-K_edgar_data_320193_0000320193-18-000145_1.txt,12275572,672942,2.2774622478608855,8381747,753724,128144,5.034982212434356,1693
./files\20181116_10-K_edgar_data_1403161_0001403161-18-000055_1.txt,18828853,943319,2.285229068851576,12424921,1342503,222410,5.024306729748897,1950
./files\20181213_10-K_edgar_data_47217_0000047217-18-000052_1.txt,24932328,1400998,1.8273402246113128,17083011,1499868,260709,5.097649675445647,2196
./files\20190201_10-K_edgar_data_50863_0000050863-19-000007_1.txt,59893711,1180099,2.431490917287448,29826421,7103639,1453242,4.810149826412869,2398
./files\20190206_10-K_edgar_data_1467858_0001467858-19-000033_1.txt,27116658,1593012,1.5974142065470944,18612128,1604616,266593,5.0728826901492265,2392
./files\20190207_10-K_edgar_data_101829_0000101829-19-000007_1.txt,23919038,1348878,2.0477018677745504,16262745,1540124,250690,5.078615708759428,2126
./files\20190207_10-K_edgar_data_66740_0001558370-19-000470_1.txt,43291501,2562582,0.8854741038530669,27294449,3363690,371452,4.958611275658691,2104
./files\20190208_10-K_edgar_data_1103982_0001103982-19-000005_1.txt,28426693,1583054,1.9058730782399085,19067806,1861029,241246,4.933646609654503,2101
./files\20190208_10-K_edgar_data_12927_0000012927-19-000010_1.txt,27574700,1517231,1.8843537997839486,18241974,1880268,253882,4.972033263227551,1824
./files\20190211_10-K_edgar_data_1666700_0001666700-19-000006_1.txt,44162573,2459283,1.2965160983912791,29719721,3125895,524902,5.037414563513024,2258
./files\20190211_10-K_edgar_data_30554_0000030554-19-000005_1.txt,27391050,1489880,1.5275726904180202,18461943,1964831,318533,5.019157247563562,1844
./files\20190212_10-K_edgar_data_731766_0000731766-19-000005_1.txt,18298270,1040560,2.1602790804951177,12453912,1187991,188632,5.125143192127316,2056
./files\20190213_10-K_edgar_data_4962_0000004962-19-000018_1.txt,26909330,1813652,0.7163447011885411,18189434,1555494,313816,5.178761967565994,2132
./files\20190214_10-K_edgar_data_18230_0000018230-19-000034_1.txt,56778859,2640611,2.3737309281829093,34696097,4420740,1070376,5.093763147998702,2095
./files\20190214_10-K_edgar_data_86312_0000086312-19-000009_1.txt,51455998,3072129,2.3820288796466556,35309855,2884459,551196,5.215616922336269,2314
./files\20190215_10-K_edgar_data_732712_0000732712-19-000012_1.txt,24726586,1406486,2.043674803730716,16793420,1544303,267720,5.077001832936837,2132
./files\20190220_10-K_edgar_data_200406_0000200406-19-000009_1.txt,27672234,1519985,2.355681141590213,18693972,1736102,307254,5.127526916384043,1948
./files\20190220_10-K_edgar_data_732717_0001193125-19-045608_1.txt,25929338,1668715,1.2432919941392029,17584390,1511538,289032,4.9876941239217,2224
./files\20190221_10-K_edgar_data_21344_0000021344-19-000014_1.txt,28900337,1601225,1.8840575184624273,19643754,1878819,318807,5.065574169776265,2164
./files\20190222_10-K_edgar_data_63908_0000063908-19-000010_1.txt,21112657,804981,2.220549304890426,11752976,2026435,425624,4.895275789118004,1967
./files\20190222_10-K_edgar_data_831001_0000831001-19-000027_1.txt,79485373,4694723,1.096379914214321,54471511,4612097,844258,5.085277235738935,2447
./files\20190222_10-K_edgar_data_93410_0000093410-19-000008_1.txt,27942737,1458024,1.9815174510158955,18225146,1858839,295351,5.03624151591469,1962
./files\20190226_10-K_edgar_data_1675149_0001564590-19-004171_1.txt,39735461,2436752,0.8338969250871652,27434943,2513875,358890,4.920926298613892,2190
./files\20190226_10-K_edgar_data_19617_0000019617-19-000054_1.txt,85579411,4954783,1.80538683530641,58067821,5411388,688797,4.935061535490051,2513
./files\20190226_10-K_edgar_data_40545_0000040545-19-000014_1.txt,40738634,2207181,1.6613046234087734,27388897,2731212,460462,4.944703674053011,2421
./files\20190226_10-K_edgar_data_51143_0001047469-19-000712_1.txt,40132688,2021252,0.9963626504760416,25522447,2404388,452624,4.904202444821329,2148
./files\20190226_10-K_edgar_data_70858_0000070858-19-000012_1.txt,79746268,4808997,1.9391153706271806,55059874,4452268,496647,4.936446622861275,2320
./files\20190226_10-K_edgar_data_886982_0001193125-19-050198_1.txt,29836011,1483081,3.6685116996307015,19171108,1854753,339102,4.9060712125635755,2522
./files\20190227_10-K_edgar_data_310158_0000310158-19-000014_1.txt,28752912,1615104,2.0772036970993817,19633525,1789868,303863,5.117106390672056,2336
./files\20190227_10-K_edgar_data_34088_0000034088-19-000010_1.txt,24066786,1529808,0.7346019892692416,15973763,1578534,216685,4.921641147124345,1965
./files\20190228_10-K_edgar_data_78003_0000078003-19-000015_1.txt,46846663,2557383,2.200452572023823,31722183,2964796,499329,5.028662112792648,2722
./files\20190328_10-K_edgar_data_104169_0000104169-19-000016_1.txt,22339960,852022,2.2560450317010594,13090051,2050565,396424,5.04994354605867,2128
./files\20190328_10-K_edgar_data_354950_0000354950-19-000010_1.txt,11664158,546958,2.0092950464203834,7391880,893484,155186,4.999248571188281,1786
./files\20190723_10-K_edgar_data_320187_0000320187-19-000051_1.txt,14926311,747734,1.5115000789050652,9663316,1190539,185421,4.935388787991451,1950
./files\20190801_10-K_edgar_data_789019_0001564590-19-027952_1.txt,26807783,1726636,0.5996052439541397,18360877,1374423,223809,4.913308885022668,2104
./files\20190806_10-K_edgar_data_80424_0000080424-19-000050_1.txt,19640818,1125333,1.8829981880918802,13097281,1375063,169719,4.954358398802843,2087
./files\20190905_10-K_edgar_data_858877_0000858877-19-000012_1.txt,22538185,1261324,2.0419812831596005,15382510,1406897,240367,5.1041913100836895,1931
./files\20191028_10-K_edgar_data_1618921_0001618921-19-000069_1.txt,18436066,1116341,1.9171561377751063,12664697,1117645,185242,5.038377162533671,2272
./files\20191031_10-K_edgar_data_320193_0000320193-19-000119_1.txt,12861616,715615,1.999678598128882,8617959,844761,111371,4.918941050704639,1778
./files\20191114_10-K_edgar_data_1403161_0001403161-19-000050_1.txt,28748946,1243042,2.0227796003674854,17392158,2399541,395018,4.858857544636464,2454
./files\20191120_10-K_edgar_data_1744489_0001744489-19-000225_1.txt,35176390,2081672,1.9075051208835976,23639583,2289548,280299,5.0273068956108355,1981
./files\20191212_10-K_edgar_data_47217_0000047217-19-000071_1.txt,27887031,1626860,1.7831897028631842,18954444,1696292,219161,5.011044588962787,2251
