"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
./files\20100224_10-K_edgar_data_19617_0000950123-10-016029_1.txt,14110330,746074,0.30144462881698064,1.9169680219388425,0.6258092360811395,0.35840948753072754,0.12116760535818163,0.11728059146947889,0.09878376675772109,0.34420178159271064,7617229,607644,203267,1.6020019461876436,4.999056393869777,4943
./files\20100225_10-K_edgar_data_1103982_0001193125-10-040106_1.txt,7757176,538958,0.20112884491927016,1.2379443296138104,0.25159659936395784,0.27033646406584555,0.059930458403066655,0.040262877626828064,0.07588717488190175,0.18442995558095435,4853623,269091,103890,1.4937193621766445,4.79952797806137,3643
./files\20100225_10-K_edgar_data_732717_0000732717-10-000013_1.txt,11060780,962108,0.15237374598277947,0.8776561467111801,0.17025115683478362,0.4585763760409435,0.08502163998220574,0.040120235981823245,0.051761340722663154,0.14156414872342815,6793049,454622,119808,1.5091954333609117,4.978198913219722,4720
./files\20100225_10-K_edgar_data_93410_0000950123-10-016846_1.txt,7422900,340578,0.2525119062299972,2.5826682874407627,0.40078924651621656,0.4574576161701578,0.12684319010623119,0.076634427355848,0.09395791859720827,0.24252887737904386,3958390,437623,120750,1.583995443040948,4.95911656067039,4070
./files\20100226_10-K_edgar_data_21344_0001047469-10-001476_1.txt,6382884,520842,0.2803153355528164,1.3025063262947305,0.47020017586907353,0.31276279562708076,0.09100648565207875,0.08851052718482764,0.09926234827452472,0.21580440901463402,4134749,227737,90124,1.529444630041356,4.941736649502152,4063
./files\20100226_10-K_edgar_data_34088_0001193125-10-042929_1.txt,10097184,751133,0.10184614442448942,0.8837316427317132,0.10197927663942337,0.06257214101896734,0.029289087285474077,0.028224029566002295,0.04260230877887138,0.09758591354660226,6220770,434206,158641,1.4550965008859948,4.73584039045016,3856
./files\20100226_10-K_edgar_data_4962_0001193125-10-041232_1.txt,9988218,807088,0.21856352714945582,1.1696370160379042,0.2734522133893702,0.20134111769720278,0.06975695339293857,0.06319013540035288,0.06715500664115932,0.1450895069682612,6364853,372197,134018,1.5338649564855382,4.884946870725373,4523
./files\20100226_10-K_edgar_data_63908_0001193125-10-042025_1.txt,4934440,310100,0.18800386971944533,1.8974524346984842,0.21767171880038697,0.12318606900999678,0.03708481135117704,0.06256046436633345,0.04353434376007739,0.1289906481780071,3011589,274361,81424,1.5749306675266044,4.994050306352789,3056
./files\20100226_10-K_edgar_data_70858_0001193125-10-041666_1.txt,20933124,1753487,0.129171188608755,1.1968152601074316,0.32466736280337405,0.6051370782902867,0.0885093530776105,0.05948147890460551,0.1140584446876424,0.2195625060237116,13484922,820030,249473,1.5585099861019784,4.9550746598064315,5817
./files\20100226_10-K_edgar_data_732712_0001193125-10-041685_1.txt,5857423,429980,0.19210195823061538,1.8324108098051073,0.26536117958974836,0.22512675008139912,0.05930508395739336,0.058607377087306387,0.0772128936229592,0.15372808037583144,3732488,209338,77710,1.5479138564584398,4.881603795525374,3833
./files\20100226_10-K_edgar_data_78003_0001193125-10-042425_1.txt,9322084,683758,0.19568326805682715,1.7326305505749109,0.37264646263736584,0.45527803696629504,0.09389286852950898,0.07970656284825918,0.06449650314877485,0.12621424539091317,5891756,399918,148753,1.5540366620938988,4.955403812459964,4558
./files\20100226_10-K_edgar_data_831001_0001206774-10-000406_1.txt,25940873,1893145,0.09338957132179522,0.9708712222254503,0.23680172411516287,0.14314804201474265,0.051237491053247375,0.05065644734027241,0.05921363656772197,0.1288332378132684,15109166,1107691,413086,1.4769249053823135,4.920362148699651,5005
./files\20100301_10-K_edgar_data_200406_0000950123-10-019392_1.txt,4147403,211772,0.3409327012069584,2.794042649642068,0.43442948076232935,0.7144476134710915,0.06185898041289689,0.06658103998640047,0.10199648678767732,0.15157811230946489,2314558,195842,66070,1.6124322384451202,5.018349923502635,3025
./files\20100301_10-K_edgar_data_310158_0000950123-10-018679_1.txt,8565386,586067,0.40114867412770217,1.9924343121178978,0.5204183139470402,1.1370713587354346,0.14366958044046158,0.12370599265954234,0.23461481366464926,0.2100442440881333,5141134,315614,105681,1.6458067081067522,5.1271714667435635,5083
./files\20100301_10-K_edgar_data_886982_0000950123-10-018464_1.txt,11074594,681336,0.20621250014677045,1.8193666560991935,0.4564561391149154,0.6798407834020219,0.19314992896309605,0.09745558725797551,0.12475489332722768,0.42578111240269123,6499744,405205,132844,1.6240914908356523,5.091261873730436,4482
./files\20100325_10-K_edgar_data_354950_0001193125-10-067178_1.txt,3706541,246023,0.14754718054816013,3.2123012889038827,0.27192579555570007,0.22721452872292427,0.0727574251187897,0.06666043418704755,0.06096990931742154,0.16258642484645744,2354079,151675,53837,1.545079118618991,4.870711274962097,2976
